iter	Passed	Remaining
592	24292	180533
593	24337	180524
594	24375	180461
595	24416	180421
596	24457	180376
597	24500	180354
598	24549	180368
599	24587	180307
600	24627	180260
601	24667	180214
602	24705	180149
603	24747	180119
604	24790	180092
605	24831	180045
606	24869	179988
607	24913	179967
608	24955	179934
609	24997	179900
610	25038	179858
611	25077	179804
612	25123	179796
613	25168	179783
614	25203	179702
615	25244	179660
616	25287	179637
617	25330	179612
618	25376	179602
619	25420	179581
620	25460	179532
621	25499	179483
622	25544	179465
623	25590	179464
624	25633	179433
625	25669	179358
626	25706	179291
627	25745	179235
628	25790	179220
629	25830	179173
630	25871	179132
631	25912	179090
632	25955	179063
633	26000	179053
634	26040	178999
635	26076	178929
636	26114	178865
637	26148	178776
638	26194	178769
639	26236	178736
640	26277	178698
641	26316	178641
642	26358	178607
643	26404	178600
644	26444	178549
645	26483	178495
646	26522	178446
647	26563	178404
648	26607	178383
649	26649	178346
650	26688	178289
651	26728	178242
652	26770	178209
653	26816	178203
654	26865	178215
655	26909	178193
656	26953	178170
657	26993	178126
658	27038	178112
659	27078	178060
660	27118	178014
661	27158	177967
662	27201	177938
663	27250	177947
664	27303	177982
665	27352	177997
666	27394	177959
667	27441	177957
668	27486	177945
669	27525	177886
670	27563	177824
671	27603	177782
672	27649	177770
673	27691	177733
674	27732	177696
675	27770	177634
676	27815	177619
677	27862	177614
678	27906	177591
679	27942	177518
680	27979	177453
681	28017	177387
682	28057	177341
683	28098	177296
684	28137	177248
685	28176	177191
686	28217	177147
687	28266	177160
688	28324	177220
689	28383	177295
690	28452	177429
691	28493	177387
692	28530	177315
693	28567	177253
694	28608	177206
695	28679	177353
696	28745	177464
697	28788	177432
698	28829	177392
699	28870	177347
700	28926	177398
701	28967	177353
702	29003	177278
703	29042	177227
704	29086	177198
705	29136	177215
706	29178	177174
707	29216	177112
708	29258	177078
709	29301	177044
710	29341	176997
711	29374	176905
712	29413	176853
713	29448	176773
714	29482	176691
715	29533	176706
716	29576	176675
717	29617	176632
718	29656	176578
719	29702	176562
720	29754	176584
721	29799	176566
722	29844	176547
723	29879	176472
724	29915	176398
725	29949	176315
726	29992	176282
727	30030	176223
728	30071	176181
729	30106	176099
730	30141	176023
731	30187	176009
732	30223	175937
733	30257	175856
734	30291	175771
735	30325	175692
736	30384	175753
737	30432	175750
738	30478	175734
739	30531	175762
740	30575	175737
741	30628	175761
742	30669	175721
743	30707	175661
744	30744	175591
745	30788	175568
746	30835	175559
747	30876	175518
748	30921	175494
749	30964	175465
750	31013	175469
751	31054	175424
752	31091	175361
753	31130	175306
754	31169	175249
755	31208	175197
756	31255	175189
757	31295	175139
758	31330	175062
759	31370	175014
760	31403	174927
761	31448	174905
762	31485	174842
763	31523	174781
764	31558	174708
765	31602	174679
766	31653	174692
767	31692	174640
768	31728	174569
769	31763	174495
770	31796	174408
771	31841	174387
772	31880	174334
773	31924	174308
774	31970	174288
775	32017	174278
776	32061	174253
777	32106	174234
778	32149	174203
779	32190	174158
780	32230	174110
781	32275	174087
782	32318	174059
783	32355	173991
784	32400	173972
785	32446	173958
786	32491	173934
787	32531	173888
788	32574	173857
789	32629	173886
790	32697	173989
791	32751	174011
792	32793	173975
793	32832	173923
794	32886	173945
795	32955	174051
796	33012	174091
797	33062	174096
798	33101	174040
799	33145	174016
800	33188	173982
801	33239	173989
802	33276	173923
803	33317	173879
804	33362	173857
805	33405	173826
806	33442	173760
807	33482	173709
808	33525	173678
809	33565	173627
810	33606	173585
811	33643	173519
812	33684	173476
813	33723	173423
814	33772	173423
815	33816	173390
816	33860	173362
817	33907	173351
818	33961	173375
819	34007	173353
820	34053	173337
821	34100	173320
822	34135	173250
823	34187	173263
824	34229	173222
825	34267	173164
826	34311	173135
827	34352	173088
828	34394	173050
829	34440	173031
830	34477	172967
831	34514	172903
832	34553	172848
833	34595	172813
834	34641	172794
835	34688	172776
836	34729	172735
837	34766	172671
838	34805	172614
839	34847	172576
840	34885	172519
841	34923	172463
842	34958	172388
843	34992	172310
844	35041	172306
845	35080	172253
846	35120	172201
847	35157	172140
848	35192	172067
849	35226	171989
850	35271	171961
851	35313	171925
852	35359	171906
853	35400	171863
854	35442	171823
855	35481	171770
856	35528	171754
857	35568	171705
858	35608	171658
859	35656	171647
860	35708	171656
861	35753	171634
862	35794	171587
863	35840	171570
864	35886	171549
865	35934	171537
866	35979	171516
867	36018	171460
868	36054	171391
869	36088	171319
870	36124	171248
871	36170	171226
872	36210	171180
873	36248	171123
874	36283	171053
875	36322	170996
876	36366	170969
877	36404	170911
878	36441	170849
879	36476	170776
880	36517	170732
881	36566	170724
882	36605	170674
883	36644	170622
884	36687	170585
885	36728	170544
886	36774	170520
887	36810	170454
888	36850	170406
889	36905	170430
890	36979	170536
891	37020	170491
892	37062	170453
893	37107	170426
894	37148	170385
895	37189	170339
896	37235	170319
897	37271	170255
898	37307	170187
899	37346	170133
900	37388	170094
901	37436	170080
902	37472	170014
903	37509	169953
904	37550	169909
905	37596	169890
906	37649	169898
907	37693	169871
908	37727	169793
909	37765	169738
910	37809	169705
911	37854	169680
912	37896	169641
913	37931	169570
914	37970	169517
915	38012	169480
916	38046	169405
917	38086	169357
918	38122	169291
919	38159	169227
920	38206	169211
921	38248	169171
922	38286	169114
923	38318	169034
924	38355	168970
925	38396	168926
926	38433	168868
927	38465	168782
928	38500	168715
929	38537	168652
930	38575	168595
931	38608	168519
932	38645	168458
933	38686	168413
934	38727	168372
935	38771	168341
936	38812	168296
937	38851	168246
938	38891	168197
939	38931	168150
940	38979	168135
941	39018	168084
942	39057	168033
943	39098	167991
944	39144	167971
945	39189	167941
946	39229	167894
947	39261	167813
948	39300	167760
949	39341	167719
950	39388	167699
951	39431	167667
952	39473	167626
953	39515	167587
954	39559	167558
955	39600	167513
956	39640	167467
957	39677	167409
958	39714	167347
959	39747	167268
960	39795	167258
961	39840	167231
962	39882	167190
963	39921	167138
964	39961	167091
965	40002	167050
966	40044	167009
967	40087	166977
968	40124	166915
969	40158	166844
970	40203	166819
971	40245	166777
972	40286	166737
973	40327	166692
974	40371	166663
975	40415	166630
976	40455	166582
977	40494	166533
978	40531	166474
979	40574	166437
980	40620	166414
981	40662	166376
982	40701	166323
983	40740	166275
984	40778	166219
985	40825	166200
986	40867	166163
987	40911	166129
988	40949	166076
989	40992	166041
990	41048	166059
991	41091	166022
992	41134	165987
993	41174	165939
994	41216	165899
995	41260	165871
996	41303	165833
997	41346	165799
998	41383	165743
999	41428	165712
1000	41465	165654
1001	41499	165582
1002	41538	165531
1003	41579	165491
1004	41618	165437
1005	41661	165402
1006	41704	165369
1007	41747	165332
1008	41789	165292
1009	41831	165253
1010	41874	165220
1011	41918	165187
1012	41957	165138
1013	42000	165102
1014	42038	165049
1015	42078	164999
1016	42125	164980
1017	42171	164957
1018	42212	164915
1019	42248	164852
1020	42283	164786
1021	42317	164716
1022	42355	164661
1023	42395	164613
1024	42433	164558
1025	42481	164542
1026	42524	164508
1027	42561	164448
1028	42602	164405
1029	42642	164358
1030	42676	164289
1031	42710	164221
1032	42743	164146
1033	42781	164093
1034	42842	164124
1035	42912	164195
1036	42976	164238
1037	43016	164191
1038	43050	164122
1039	43086	164059
1040	43132	164036
1041	43178	164011
1042	43218	163965
1043	43263	163938
1044	43309	163913
1045	43347	163859
1046	43391	163826
1047	43438	163806
1048	43472	163737
1049	43505	163662
1050	43541	163603
1051	43589	163585
1052	43630	163540
1053	43666	163479
1054	43706	163432
1055	43740	163365
1056	43787	163344
1057	43827	163296
1058	43863	163235
1059	43901	163181
1060	43934	163108
1061	43978	163077
1062	44021	163041
1063	44060	162991
1064	44095	162926
1065	44133	162871
1066	44190	162889
1067	44230	162841
1068	44266	162780
1069	44305	162728
1070	44347	162688
1071	44389	162649
1072	44424	162585
1073	44466	162547
1074	44505	162495
1075	44543	162443
1076	44591	162425
1077	44630	162376
1078	44674	162343
1079	44717	162306
1080	44761	162275
1081	44805	162242
1082	44840	162180
1083	44883	162142
1084	44930	162124
1085	44980	162112
1086	45022	162071
1087	45053	161994
1088	45084	161915
1089	45114	161832
1090	45142	161744
1091	45171	161657
1092	45213	161617
1093	45253	161571
1094	45286	161501
1095	45318	161424
1096	45354	161366
1097	45386	161292
1098	45426	161244
1099	45470	161213
1100	45517	161191
1101	45602	161305
1102	45702	161471
1103	45758	161479
1104	45793	161416
1105	45824	161336
1106	45852	161251
1107	45880	161162
1108	45950	161219
1109	46020	161280
1110	46089	161332
1111	46125	161274
1112	46175	161262
1113	46237	161293
1114	46333	161440
1115	46377	161407
1116	46420	161370
1117	46482	161399
1118	46529	161376
1119	46583	161378
1120	46636	161377
1121	46685	161359
1122	46753	161409
1123	46795	161368
1124	46837	161328
1125	46873	161268
1126	46916	161231
1127	46959	161194
1128	46998	161143
1129	47034	161082
1130	47069	161018
1131	47105	160956
1132	47148	160922
1133	47187	160871
1134	47225	160814
1135	47259	160749
1136	47295	160687
1137	47333	160632
1138	47376	160596
1139	47419	160561
1140	47453	160491
1141	47483	160413
1142	47514	160336
1143	47546	160260
1144	47580	160195
1145	47623	160157
1146	47661	160106
1147	47697	160045
1148	47736	159995
1149	47767	159918
1150	47811	159882
1151	47845	159817
1152	47873	159729
1153	47900	159639
1154	47927	159550
1155	47953	159457
1156	47979	159366
1157	48006	159274
1158	48041	159213
1159	48079	159160
1160	48145	159199
1161	48176	159124
1162	48208	159049
1163	48241	158981
1164	48273	158907
1165	48302	158827
1166	48332	158749
1167	48361	158664
1168	48389	158580
1169	48422	158510
1170	48460	158459
1171	48491	158383
1172	48521	158305
1173	48553	158233
1174	48583	158154
1175	48613	158076
1176	48651	158023
1177	48689	157973
1178	48720	157898
1179	48748	157811
1180	48775	157726
1181	48802	157636
1182	48837	157576
1183	48871	157512
1184	48901	157435
1185	48931	157356
1186	48961	157280
1187	48994	157211
1188	49028	157145
1189	49063	157085
1190	49095	157013
1191	49125	156936
1192	49158	156869
1193	49190	156799
1194	49230	156756
1195	49267	156699
1196	49302	156638
1197	49335	156573
1198	49365	156494
1199	49397	156424
1200	49434	156372
1201	49467	156304
1202	49501	156240
1203	49534	156174
1204	49565	156099
1205	49596	156025
1206	49638	155990
1207	49669	155916
1208	49700	155843
1209	49730	155767
1210	49761	155694
1211	49792	155620
1212	49829	155569
1213	49864	155508
1214	49894	155432
1215	49922	155351
1216	49957	155292
1217	49989	155222
1218	50026	155166
1219	50059	155102
1220	50088	155024
1221	50118	154950
1222	50148	154873
1223	50180	154804
1224	50223	154770
1225	50257	154707
1226	50284	154625
1227	50311	154539
1228	50337	154453
1229	50363	154367
1230	50398	154306
1231	50436	154256
1232	50468	154189
1233	50497	154111
1234	50526	154032
1235	50555	153955
1236	50583	153878
1237	50615	153810
1238	50649	153745
1239	50676	153665
1240	50704	153584
1241	50730	153499
1242	50758	153418
1243	50788	153345
1244	50824	153290
1245	50855	153218
1246	50887	153151
1247	50917	153078
1248	50946	153001
1249	50973	152920
1250	51007	152859
1251	51059	152851
1252	51111	152844
1253	51139	152765
1254	51170	152695
1255	51197	152613
1256	51229	152548
1257	51264	152490
1258	51292	152411
1259	51319	152329
1260	51347	152250
1261	51380	152186
1262	51408	152108
1263	51442	152047
1264	51488	152022
1265	51527	151978
1266	51555	151898
1267	51587	151834
1268	51616	151757
1269	51642	151675
1270	51669	151594
1271	51696	151512
1272	51722	151430
1273	51752	151356
1274	51792	151315
1275	51828	151260
1276	51858	151190
1277	51891	151127
1278	51925	151065
1279	51980	151069
1280	52019	151023
1281	52049	150951
1282	52079	150880
1283	52109	150810
1284	52143	150750
1285	52183	150707
1286	52223	150665
1287	52257	150604
1288	52288	150536
1289	52321	150474
1290	52357	150421
1291	52396	150375
1292	52429	150312
1293	52460	150247
1294	52490	150176
1295	52521	150107
1296	52552	150040
1297	52590	149991
1298	52623	149930
1299	52657	149872
1300	52688	149804
1301	52720	149739
1302	52752	149675
1303	52792	149632
1304	52825	149572
1305	52856	149505
1306	52888	149439
1307	52920	149374
1308	52957	149324
1309	52999	149287
1310	53032	149227
1311	53064	149163
1312	53096	149100
1313	53133	149048
1314	53172	149004
1315	53212	148962
1316	53246	148903
1317	53277	148836
1318	53308	148772
1319	53341	148709
1320	53374	148648
1321	53417	148614
1322	53450	148554
1323	53483	148494
1324	53517	148435
1325	53552	148379
1326	53591	148336
1327	53632	148295
1328	53667	148242
1329	53702	148186
1330	53732	148118
1331	53763	148051
1332	53796	147989
1333	53836	147950
1334	53869	147889
1335	53903	147832
1336	53944	147791
1337	53982	147745
1338	54027	147718
1339	54069	147683
1340	54107	147635
1341	54140	147575
1342	54171	147509
1343	54205	147450
1344	54240	147397
1345	54283	147363
1346	54316	147302
1347	54346	147236
1348	54379	147175
1349	54410	147110
1350	54444	147052
1351	54483	147008
1352	54522	146965
1353	54561	146920
1354	54594	146861
1355	54626	146798
1356	54662	146745
1357	54702	146705
1358	54738	146653
1359	54770	146590
1360	54803	146530
1361	54835	146469
1362	54869	146412
1363	54911	146377
1364	54945	146320
1365	54977	146258
1366	55014	146209
1367	55049	146155
1368	55086	146106
1369	55127	146067
1370	55160	146008
1371	55191	145943
1372	55223	145881
1373	55254	145816
1374	55286	145754
1375	55325	145711
1376	55358	145651
1377	55389	145587
1378	55420	145522
1379	55452	145463
1380	55486	145406
1381	55532	145380
1382	55565	145322
1383	55595	145255
1384	55626	145190
1385	55656	145125
1386	55690	145068
1387	55736	145042
1388	55769	144984
1389	55800	144920
1390	55831	144856
1391	55862	144792
